Velocity:x,Velocity:y,Velocity:z,Position:x,Position:y,Position:z
-1.125,2.9226,0,7.7186,6.4016,0
0.62379,-0.23139,0,7.8454,6.364,0
-2.1508,2.0244,0,7.8242,6.2515,0
-2.2783,-3.1368,0,7.5671,6.3566,0
-0.938,-0.92751,0,7.6617,6.4469,0
-1.8365,-3.5333,0,7.2527,6.3539,0
-1.6369,-1.7874,0,7.2828,6.1258,0
-0.60763,-4.3597,0,7.4998,6.1502,0
-2.0428,-2.5849,0,7.2492,6.2702,0
-1.3519,-1.3949,0,7.4591,6.2219,0
-1.1877,-2.7514,0,7.4317,6.3702,0
-1.1297,-2.8057,0,7.4251,6.4757,0
-2.8179,-2.7772,0,7.0084,6.2736,0
-1.5238,-2.2069,0,6.9955,6.3393,0
-1.3735,-2.5149,0,7.0406,6.4227,0
-3.5262,-2.7465,0,7.1442,6.3017,0
-1.924,-2.5774,0,6.6717,6.3604,0
-2.6436,-4.2365,0,6.75,6.2339,0
-1.7062,-1.2453,0,6.5909,6.1662,0
-3.0877,-3.181,0,6.5127,6.1572,0
-2.2161,-3.6082,0,6.7545,6.1835,0
-1.445,-3.5988,0,6.7254,6.361,0
-1.938,-3.8682,0,6.3206,6.2647,0
-2.0023,-3.828,0,6.2521,6.3912,0
-2.4369,-4.0039,0,6.2207,6.3145,0
-3.2975,-3.068,0,6.2328,6.1672,0
-2.9816,-4.69,0,6.3946,6.1255,0
-1.444,-4.6831,0,5.9191,6.2277,0
-1.4918,-4.5831,0,5.913,6.1686,0
1.3847,-2.6347,0,8.3559,6.3731,0
1.0653,-3.5095,0,8.5535,6.2003,0
0.72202,-1.8612,0,8.3912,6.1589,0
0.21481,-0.76087,0,8.4159,6.2168,0
0.42201,-2.9161,0,8.5811,6.2268,0
-0.058839,-0.68545,0,8.3619,6.4332,0
1.4497,-2.9457,0,8.8025,6.1725,0
2.3324,-3.7962,0,8.8745,6.3212,0
1.896,-3.8952,0,8.8924,6.2762,0
3.5912,-3.8446,0,9.3145,6.1312,0
2.2906,-3.6035,0,9.3032,6.2686,0
2.7989,-4.5824,0,9.1864,6.1225,0
2.2948,-3.7172,0,9.3519,6.3299,0
1.7421,-3.0739,0,9.3048,6.4069,0
1.5513,-1.8135,0,9.0197,6.1724,0
2.4162,-2.3989,0,9.0127,6.2362,0
1.8357,-1.4824,0,9.0054,6.4499,0
1.4554,-4.7456,0,9.686,6.2232,0
1.6409,-4.4598,0,9.6755,6.1637,0
-0.29754,-0.28332,0,7.9962,5.9981,0
1.2882,-1.4966,0,7.9415,5.9468,0
-0.30883,-2.0374,0,8.1743,5.8494,0
0.5447,-2.4875,0,8.1945,5.8019,0
-0.12639,-3.2593,0,8.2121,5.9949,0
-1.9679,-0.35654,0,8.0037,6.0998,0
1.1432,-0.20186,0,7.6181,6.0807,0
-0.96291,-0.13904,0,7.5919,5.7621,0
0.68865,-0.57607,0,7.7348,5.9684,0
-0.75808,0.13578,0,7.6752,5.8998,0
1.0633,-0.92421,0,7.8536,6.0885,0
0.86693,-2.0065,0,7.3021,5.8864,0
-0.96976,-2.0291,0,7.4985,5.8892,0
0.10157,-0.3044,0,7.4623,5.9614,0
-1.2074,-2.3024,0,7.3228,5.8214,0
-1.1893,-1.8846,0,7.3628,6.089,0
-1.5938,-2.4488,0,7.0275,5.9424,0
-0.10876,-2.1439,0,7.0497,6.0525,0
0.56538,-1.4774,0,6.92,6.0675,0
-1.1583,-2.6657,0,6.8594,5.8038,0
-1.3245,-1.9178,0,7.0993,5.8288,0
0.042455,-4.4682,0,7.1803,5.9592,0
-0.25256,-3.559,0,6.876,6.0101,0
-0.5011,-1.6481,0,6.7119,5.778,0
-0.38771,-2.5334,0,6.5522,5.7701,0
